"","block_number","street1","street2"
"3475","1800","SIXTH ST",NA
"3476","2200","SHATTUCK AVE",NA
"3477","1900","SHATTUCK AVE",NA
"3478","1500","SHATTUCK AVE",NA
"3479",NA,"HAROLD WAY","ALLSTON WAY"
"3480",NA,"KING STREET","SIXTY-THIRD ST"
"3481","2000","MCGEE AVE",NA
"3482","100","SEAWALL DR",NA
"3483","1700","CARLETON ST",NA
"3484","2300","DURANT AVE",NA
"3485","2300","EIGHTH ST",NA
"3486","2500","HASTE ST",NA
"3487","2100","SIXTH ST",NA
"3488","700","HARRISON ST",NA
"3489","2900","AVALON AVE",NA
"3490","1300","JOSEPHINE ST",NA
"3491","1600","CALIFORNIA ST",NA
"3492","2300","TELEGRAPH AVE",NA
"3493","2000","CENTER ST",NA
"3494","1300","VIRGINIA ST",NA
"3495","1900","VINE ST",NA
"3496",NA,"DELAWARE STREET","CURTIS ST"
"3497","2000","BERKELEY WAY",NA
"3498","1600","STUART ST",NA
"3499","2700","BANCROFT WAY",NA
"3500","1300","WALNUT ST",NA
"3501","1500","BONITA AVE",NA
"3502","2000","DWIGHT WAY",NA
"3503","150","SEAWALL DR",NA
"3504","1400","UNIVERSITY AVE",NA
"3505","2400","DURANT AVE",NA
"3506","1300","ADDISON ST",NA
"3507","2400","SHATTUCK AVE",NA
"3508","1600","ASHBY AVE",NA
"3509","1300","OXFORD ST",NA
"3510","1400","SAN PABLO AVE",NA
"3511","2700","COLLEGE AVE",NA
"3512",NA,"SAN PABLO AVENUE","ADDISON ST"
"3513","100","HILLCREST RD",NA
"3514","1600","DWIGHT WAY",NA
"3515",NA,"SHATTUCK AVENUE","DURANT AVE"
"3516","2000","ASHBY AVE",NA
"3517","1300","SEVENTH ST",NA
"3518","1600","EUCLID AVE",NA
"3519","2500","ELLSWORTH ST",NA
"3520","1800","DELAWARE ST",NA
"3521",NA,"UNIVERSITY AVENUE","CALIFORNIA ST"
"3522","2900","CHANNING WAY",NA
"3523","2700","SACRAMENTO ST",NA
"3524","2100","SHATTUCK AVE",NA
"3525","700","WILDCAT CANYON RD",NA
"3526","1900","EL DORADO AVE",NA
"3527","2700","SEVENTH ST",NA
"3528","600","HARRISON ST",NA
"3529","2600","SHATTUCK AVE",NA
"3530","200","MARINA BLVD",NA
"3531","2900","COLLEGE AVE",NA
"3532","100","SEAWALL DR",NA
"3533","2600","SAN PABLO AVE",NA
"3534","1700","ALLSTON WAY",NA
"3535","2800","WALLACE ST",NA
"3536","100","MONTROSE RD",NA
"3537","2000","VINE ST",NA
"3538","2200","SAN PABLO AVE",NA
"3539","1900","FIFTH ST",NA
"3540","1888","BERKELEY WAY",NA
"3541",NA,"BLAKE STREET","TELEGRAPH AVE"
"3542",NA,"CHANNING WAY","EIGHTH ST"
"3543","2400","RUSSELL ST",NA
"3544","1000","GILMAN ST",NA
"3545","2800","MILVIA ST",NA
"3546","800","DWIGHT WAY",NA
"3547","3200","ADELINE ST",NA
"3548","2000","SAN PABLO AVE",NA
"3549","1300","UNIVERSITY AVE",NA
"3550","2500","TELEGRAPH AVE",NA
"3551","1600","FOURTH ST",NA
"3552","2100","VIRGINIA ST",NA
"3553","1400","SAN PABLO AVE",NA
"3554","1900","ALLSTON WAY",NA
"3555","2600","DWIGHT WAY",NA
"3556","2239","MARTIN LUTHER KING JR WAY",NA
"3557","2300","DURANT AVE",NA
"3558",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"3559","2300","SPAULDING AVE",NA
"3560","1700","SEVENTH ST",NA
"3561","2500","MATHEWS ST",NA
"3562","2200","SHATTUCK AVE",NA
"3563","1500","UNIVERSITY AVE",NA
"3564","1700","WALNUT ST",NA
"3565","2300","WOOLSEY ST",NA
"3566",NA,"DWIGHT WAY","COLLEGE AVE"
"3567","1600","LINCOLN ST",NA
"3568","1700","FOURTH ST",NA
"3569","2100","SHATTUCK AVE",NA
"3570","200","MARINA BLVD",NA
"3571",NA,"TELEGRAPH AVENUE","DWIGHT WAY"
"3572","2200","SHATTUCK AVE",NA
"3573","1400","SHATTUCK AVE",NA
"3574","2000","OREGON ST",NA
"3575","1500","SOLANO AVE",NA
"3576","100","SEAWALL DR",NA
"3577","1900","SAN ANTONIO AVE",NA
"3578","2600","WARRING ST",NA
"3579","2300","ELLSWORTH ST",NA
"3580",NA,"COLLEGE AVENUE","RUSSELL ST"
"3581","1000","GILMAN ST",NA
"3582","2900","OTIS ST",NA
"3583","2200","SHATTUCK AVE",NA
"3584","2500","SAN PABLO AVE",NA
"3585","1300","SAN PABLO AVE",NA
"3586","2700","HILLEGASS AVE",NA
"3587","1400","UNIVERSITY AVE",NA
"3588","2100","ALLSTON WAY",NA
"3589","1300","ADDISON ST",NA
"3590","2400","DURANT AVE",NA
"3591","2500","REGENT ST",NA
"3592","2300","BONAR ST",NA
"3593",NA,"SHATTUCK AVENUE","DWIGHT WAY"
"3594",NA,"SOLANO AVENUE","COLUSA AVE"
"3595","1100","SHATTUCK AVE",NA
"3596","2800","TENTH ST",NA
"3597","2300","SHATTUCK AVE",NA
"3598","1600","ALCATRAZ AVE",NA
"3599","1400","SPRUCE ST",NA
"3600","200","UNIVERSITY AVE",NA
"3601","1100","GLEN AVE",NA
"3602","1700","FOURTH ST",NA
"3603","1900","ALLSTON WAY",NA
"3604","2200","CHANNING WAY",NA
"3605","2200","FOURTH ST",NA
"3606","1900","ASHBY AVE",NA
"3607","2000","SHATTUCK AVE",NA
"3608","1200","PARKER ST",NA
"3609","2600","TELEGRAPH AVE",NA
"3610","3000","FULTON ST",NA
"3611",NA,"MILVIA STREET","ADDISON ST"
"3612","3000","ASHBY AVE",NA
"3613","2000","KITTREDGE ST",NA
"3614","600","ADDISON ST",NA
"3615","1000","CEDAR ST",NA
"3616","2600","SAN PABLO AVE",NA
"3617","2600","ELLSWORTH ST",NA
"3618","1700","EIGHTH ST",NA
"3619",NA,"BANCROFT WAY","TELEGRAPH AVE"
"3620","100","BERKELEY SQ",NA
"3621",NA,"EIGHTH STREET","DELAWARE ST"
"3622",NA,"ALLSTON WAY","MILVIA ST"
"3623","3300","KING ST",NA
"3624","100","HILLCREST RD",NA
"3625","1000","DELAWARE ST",NA
"3626","2100","CENTER ST",NA
"3627",NA,"HARRISON STREET","FIFTH ST"
"3628","900","ASHBY AVE",NA
"3629","2500","ASHBY AVE",NA
"3630",NA,"",NA
"3631","1500","CHESTNUT ST",NA
"3632",NA,"UNIVERSITY AVENUE","CURTIS ST"
"3633","1800","CURTIS ST",NA
"3634","1900","SHATTUCK AVE",NA
"3635",NA,"SAN PABLO AVENUE","PARKER ST"
"3636",NA,"TELEGRAPH AVENUE","DURANT AVE"
"3637",NA,"PARKER STREET","TELEGRAPH AVE"
"3638","900","MENDOCINO AVE",NA
"3639","400","GILMAN ST",NA
"3640",NA,"BANCROFT WAY","MCKINLEY AVE"
"3641","2500","FULTON ST",NA
"3642","1100","VIRGINIA ST",NA
"3643","2500","DURANT AVE",NA
"3644","200","UNIVERSITY AVE",NA
"3645","1200","CHANNING WAY",NA
"3646","1300","NEILSON ST",NA
"3647",NA,"SECOND STREET","CEDAR ST"
"3648","2100","CENTER ST",NA
"3649","2200","DWIGHT WAY",NA
"3650","2300","FOURTH ST",NA
"3651","1000","MILLER AVE",NA
"3652","100","SEAWALL DR",NA
"3653","1900","ALLSTON WAY",NA
"3654","2300","WARD ST",NA
"3655","1900","CENTER ST",NA
"3656","2400","HASTE ST",NA
"3657",NA,"CENTER STREET","MILVIA ST"
"3658","2300","COLLEGE AVE",NA
"3659","1500","OREGON ST",NA
"3660","2900","COLLEGE AVE",NA
"3661","1000","HEARST AVE",NA
"3662","2700","CHANNING WAY",NA
"3663",NA,"DELAWARE STREET","SAN PABLO AVE"
"3664","2400","BLAKE ST",NA
"3665","2900","LINDEN AVE",NA
"3666","1900","FOURTH ST",NA
"3667",NA,"HASTE STREET","BOWDITCH ST"
"3668","2300","TELEGRAPH AVE",NA
"3669","2500","WEBSTER ST",NA
"3670","2100","SHATTUCK AVE",NA
"3671",NA,"ACTON STREET","HEARST AVE"
"3672","2200","WARD ST",NA
"3673","1000","DELAWARE ST",NA
"3674","2100","SHATTUCK AVE",NA
"3675","2300","BANCROFT WAY",NA
"3676","1200","HEARST AVE",NA
"3677","1100","SUTTER ST",NA
"3678",NA,"MABEL STREET","WARD ST"
"3679","2200","PRINCE ST",NA
"3680","1600","FIFTH ST",NA
"3681","600","HARRISON ST",NA
"3682","1600","SCENIC AVE",NA
"3683","2200","BLAKE ST",NA
"3684",NA,"TELEGRAPH AVENUE","HASTE ST"
"3685","2000","SAN PABLO AVE",NA
"3686","600","HARRISON ST",NA
"3687","1800","PRINCE ST",NA
"3688","1300","SIXTH ST",NA
"3689","2100","WARD ST",NA
"3690","1400","EDITH ST",NA
"3691","1300","CARLOTTA AVE",NA
"3692","2200","ROOSEVELT AVE",NA
"3693","2200","PARKER ST",NA
"3694","2600","SHASTA RD",NA
"3695","3000","SACRAMENTO ST",NA
"3696",NA,"UNIVERSITY AVENUE","W FRONTAGE RD"
"3697","100","PARKSIDE DR",NA
"3698",NA,"ADDISON STREET","OXFORD ST"
"3699",NA,"SHATTUCK AVENUE","HASTE ST"
"3700","1700","FOURTH ST",NA
"3701","2100","WARD ST",NA
"3702","2200","SHATTUCK AVE",NA
"3703","2400","ASHBY AVE",NA
"3704",NA,"UNIVERSITY AVENUE","MCGEE AVE"
"3705","2900","TELEGRAPH AVE",NA
"3706","1300","SAN PABLO AVE",NA
"3707","2200","SAN PABLO AVE",NA
"3708","1900","SAN PABLO AVE",NA
"3709","800","GILMAN ST",NA
"3710","600","CEDAR ST",NA
"3711","1300","ARCH ST",NA
"3712","500","WOODMONT AVE",NA
"3713","2300","PARKER ST",NA
"3714","2800","REGENT ST",NA
"3715","2700","NINTH ST",NA
"3716","800","CRESTON RD",NA
"3717","1900","ALLSTON WAY",NA
"3718","2300","SEVENTH ST",NA
"3719","1500","ARCH ST",NA
"3720",NA,"CURTIS STREET","DWIGHT WAY"
"3721",NA,"SHATTUCK AVENUE","CENTER ST"
"3722",NA,"ALLSTON WAY","HAROLD WAY"
"3723","2100","SHATTUCK AVE",NA
"3724","1700","BERKELEY WAY",NA
"3725","2900","COLLEGE AVE",NA
"3726","1400","CARLETON ST",NA
"3727","2500","NINTH ST",NA
"3728",NA,"CHANNING WAY","ELLSWORTH ST"
"3729","1100","CHANNING WAY",NA
"3730","1700","FRANKLIN ST",NA
"3731","1200","FIFTH ST",NA
"3732",NA,"GILMAN STREET","W FRONTAGE RD"
"3733","1200","UNIVERSITY AVE",NA
"3734","2222","BANCROFT WAY",NA
"3735","1100","WARD ST",NA
"3736",NA,"ASHBY AVENUE","ELLIS ST"
"3737",NA,"ELLSWORTH STREET","CHANNING WAY"
"3738","1500","STANNAGE AVE",NA
"3739","1600","HARMON ST",NA
"3740","2200","BLAKE ST",NA
"3741","100","SEAWALL DR",NA
"3742","1700","ROSE ST",NA
"3743",NA,"",NA
"3744",NA,"ARCH STREET","OAK ST"
"3745","1300","CARRISON ST",NA
"3746",NA,"DANA STREET","PARKER ST"
"3747","1300","HASKELL ST",NA
"3748","2000","ADDISON ST",NA
"3749","2100","KITTREDGE ST",NA
"3750",NA,"BANCROFT WAY","GRANT ST"
"3751",NA,"ASHBY AVENUE","SAN PABLO AVE"
"3752","2600","ELLSWORTH ST",NA
"3753","1300","NINTH ST",NA
"3754","2000","BERRYMAN ST",NA
"3755","2000","DWIGHT WAY",NA
"3756","600","CEDAR ST",NA
"3757","2300","WOOLSEY ST",NA
"3758","1300","UNIVERSITY AVE",NA
"3759","1400","EDITH ST",NA
"3760","1300","SANTA FE AVE",NA
"3761","2300","TELEGRAPH AVE",NA
"3762","2200","GRANT ST",NA
"3763","2100","ALLSTON WAY",NA
"3764",NA,"ASHBY AVENUE","TELEGRAPH AVE"
"3765","200","MARINA BLVD",NA
"3766","1800","HEARST AVE",NA
"3767","1700","SAN PABLO AVE",NA
"3768","1900","ALCATRAZ AVE",NA
"3769",NA,"DURANT AVENUE","BOWDITCH ST"
"3770","400","GILMAN ST",NA
"3771","2000","EIGHTH ST",NA
"3772","2300","MARIN AVE",NA
"3773","2300","NINTH ST",NA
"3774","1500","SIXTH ST",NA
"3775","1300","TENTH ST",NA
"3776","1900","ALLSTON WAY",NA
"3777","3100","ELLIS ST",NA
"3778","3000","CALIFORNIA ST",NA
"3779",NA,"SHATTUCK AVENUE","CENTER ST"
"3780","2200","GRANT ST",NA
"3781","3100","MABEL ST",NA
"3782","2500","TELEGRAPH AVE",NA
"3783","2100","MCKINLEY AVE",NA
"3784","600","ADDISON ST",NA
"3785",NA,"TELEGRAPH AVENUE","CHANNING WAY"
"3786","1600","WOOLSEY ST",NA
"3787","2100","SHATTUCK AVE",NA
"3788","500","GRIZZLY PEAK BLVD",NA
"3789","1100","ARCH ST",NA
"3790","3000","ADELINE ST",NA
"3791",NA,"SEVENTH STREET","HEINZ AVE"
"3792",NA,"WARD STREET","ADELINE ST"
"3793","900","GILMAN ST",NA
"3794","2800","COLLEGE AVE",NA
"3795","1000","EUCLID AVE",NA
"3796","2100","MILVIA ST",NA
"3797","2400","WARRING ST",NA
"3798","1800","SIXTH ST",NA
"3799","2200","SHATTUCK AVE",NA
"3800","2400","SPAULDING AVE",NA
"3801","2000","OREGON ST",NA
"3802","1700","FIFTH ST",NA
"3803","2400","DANA ST",NA
"3804",NA,"DURANT AVENUE","SHATTUCK AVE"
"3805",NA,"UNIVERSITY AVENUE","SECOND ST"
"3806",NA,"UNIVERSITY AVENUE","WALNUT ST"
"3807","2100","SEVENTH ST",NA
"3808",NA,"UNIVERSITY AVENUE","MARINA BLVD"
"3809","2700","MILVIA ST",NA
"3810","2422","MCKINLEY AVE",NA
"3811","1200","WARD ST",NA
"3812","2100","SHATTUCK AVE",NA
"3813","100","SEAWALL DR",NA
"3814","2100","KITTREDGE ST",NA
"3815","1500","EDITH ST",NA
"3816","2700","NINTH ST",NA
"3817","1000","WOODSIDE RD",NA
"3818","2000","HASTE ST",NA
"3819","3100","ADELINE ST",NA
"3820","2200","RUSSELL ST",NA
"3821","1600","JOSEPHINE ST",NA
"3822","1800","FIFTH ST",NA
"3823","1700","MARIN AVE",NA
"3824","2100","SHATTUCK AVE",NA
"3825","2000","FRANCISCO ST",NA
"3826","1500","STUART ST",NA
"3827","1500","BONITA AVE",NA
"3828","2300","FOURTH ST",NA
"3829",NA,"ADELINE STREET","ALCATRAZ AVE"
"3830","1700","CARLETON ST",NA
"3831",NA,"CEDAR STREET","BONITA AVE"
"3832","2100","BANCROFT WAY",NA
"3833","2600","REGENT ST",NA
"3834","100","POPLAR ST",NA
"3835","2100","CURTIS ST",NA
"3836","2200","WOOLSEY ST",NA
"3837","2400","TELEGRAPH AVE",NA
"3838","1200","SIXTH ST",NA
"3839","2100","OREGON ST",NA
"3840","2700","HASTE ST",NA
"3841","2000","ALLSTON WAY",NA
"3842",NA,"CURTIS STREET","WASHINGTON AVE"
"3843","3200","COLLEGE AVE",NA
"3844","2900","WHEELER ST",NA
"3845","3200","CALIFORNIA ST",NA
"3846",NA,"SAN PABLO AVENUE","UNIVERSITY AVE"
"3847","1800","ARCH ST",NA
"3848",NA,"CHANNING WAY","ELLSWORTH ST"
"3849","400","GILMAN ST",NA
"3850","1700","SPRUCE ST",NA
"3851","1600","CEDAR ST",NA
"3852","1700","PRINCE ST",NA
"3853","2800","SEVENTH ST",NA
"3854","1300","CARLETON ST",NA
"3855","2300","DERBY ST",NA
"3856","900","PARKER ST",NA
"3857",NA,"ADELINE STREET","ASHBY AVE"
"3858","1800","EUCLID AVE",NA
"3859",NA,"SIXTH STREET","CAMELIA ST"
"3860","2600","TELEGRAPH AVE",NA
"3861","1800","THOUSAND OAKS BLVD",NA
"3862","2500","SHATTUCK AVE",NA
"3863",NA,"SAN PABLO AVENUE","DELAWARE ST"
"3864","2200","BLAKE ST",NA
"3865","1900","SHATTUCK AVE",NA
"3866","2900","HARPER ST",NA
"3867","2200","SHATTUCK AVE",NA
"3868","920","UNIVERSITY AVE",NA
"3869","1900","LOS ANGELES AVE",NA
"3870","900","UNIVERSITY AVE",NA
"3871",NA,"SACRAMENTO STREET","OREGON ST"
"3872","1300","CHANNING WAY",NA
"3873","1700","FOURTH ST",NA
"3874",NA,"OREGON STREET","SACRAMENTO ST"
"3875","2900","LINDEN AVE",NA
"3876","1400","SHATTUCK AVE",NA
"3877","1900","CENTER ST",NA
"3878","2500","BENVENUE AVE",NA
"3879","600","VIRGINIA ST",NA
"3880","2300","EIGHTH ST",NA
"3881","2800","CALIFORNIA ST",NA
"3882",NA,"CEDAR STREET","SPRUCE ST"
"3883","1100","RUSSELL ST",NA
"3884","1900","DWIGHT WAY",NA
"3885","3200","BOISE ST",NA
"3886","800","GILMAN ST",NA
"3887","2000","ASHBY AVE",NA
"3888","1500","WALNUT ST",NA
"3889","1800","UNIVERSITY AVE",NA
"3890","1600","VISALIA AVE",NA
"3891","1700","SOLANO AVE",NA
"3892","2800","GRANT ST",NA
"3893","1000","UNIVERSITY AVE",NA
"3894","3000","TELEGRAPH AVE",NA
"3895","1700","BANCROFT WAY",NA
"3896",NA,"JULIA STREET","SACRAMENTO ST"
"3897","2800","CALIFORNIA ST",NA
"3898",NA,"WARD STREET","SHATTUCK AVE"
"3899","1300","SIXTH ST",NA
"3900","2200","WOOLSEY ST",NA
"3901","2013","4TH ST",NA
"3902",NA,"SAN PABLO AVENUE","PARKER ST"
"3903","1700","FOURTH ST",NA
"3904",NA,"SEVENTH STREET","UNIVERSITY AVE"
"3905","2000","KITTREDGE ST",NA
"3906","1900","CHESTNUT ST",NA
"3907","2400","WARRING ST",NA
"3908","1400","OXFORD ST",NA
"3909","2000","UNIVERSITY AVE",NA
"3910",NA,"SHATTUCK AVENUE","BANCROFT WAY"
"3911","1200","SECOND ST",NA
"3912","2000","CENTER ST",NA
"3913","900","MENDOCINO AVE",NA
"3914","2700","BELROSE AVE",NA
"3915","2400","TELEGRAPH AVE",NA
"3916","1400","OXFORD ST",NA
"3917","1500","JULIA ST",NA
"3918","2800","GRANT ST",NA
"3919","2900","SAN PABLO AVE",NA
"3920","2200","SHATTUCK AVE",NA
"3921","1000","UNIVERSITY AVE",NA
"3922","2300","TELEGRAPH AVE",NA
"3923","1600","JOSEPHINE ST",NA
"3924","2100","PARKER ST",NA
"3925","2100","KITTREDGE ST",NA
"3926","1900","FOURTH ST",NA
"3927","2900","KING ST",NA
"3928","1800","CURTIS ST",NA
"3929","3100","LEWISTON AVE",NA
"3930","2300","TELEGRAPH AVE",NA
"3931","1500","OREGON ST",NA
"3932","2100","HASTE ST",NA
"3933","2000","CENTER ST",NA
"3934","1300","NORTHSIDE AVE",NA
"3935","2300","SHATTUCK AVE",NA
"3936","2100","OXFORD ST",NA
"3937","2000","VIRGINIA ST",NA
"3938","1800","SHATTUCK AVE",NA
"3939","1500","EDITH ST",NA
"3940","900","GILMAN ST",NA
"3941","2400","ASHBY AVE",NA
"3942","1400","CARLETON ST",NA
"3943","1000","GILMAN ST",NA
"3944","1900","SACRAMENTO ST",NA
"3945","2000","ALLSTON WAY",NA
"3946","1100","SECOND ST",NA
"3947","2300","FULTON ST",NA
"3948","2500","PIEDMONT AVE",NA
"3949","2100","OXFORD ST",NA
"3950","1400","SEVENTH ST",NA
"3951","1600","BONITA AVE",NA
"3952","2300","PIEDMONT AVE",NA
"3953","2500","TELEGRAPH AVE",NA
"3954",NA,"HEARST AVENUE","SACRAMENTO ST"
"3955","2600","SAN PABLO AVE",NA
"3956","2000","SAN PABLO AVE",NA
"3957",NA,"SHATTUCK AVENUE","KITTREDGE ST"
"3958","3200","COLLEGE AVE",NA
"3959","2000","PRINCE ST",NA
"3960","2200","SHATTUCK AVE",NA
"3961","2300","FOURTH ST",NA
"3962","2700","MILVIA ST",NA
"3963","1300","CARLETON ST",NA
"3964",NA,"MILVIA STREET","BERKELEY WAY"
"3965","2300","PARKER ST",NA
"3966","2800","SACRAMENTO ST",NA
"3967","2600","ELLSWORTH ST",NA
"3968","500","NEILSON ST",NA
"3969","2200","CARLETON ST",NA
"3970","2500","DANA ST",NA
"3971","2600","CALIFORNIA ST",NA
"3972","1900","ALLSTON WAY",NA
"3973",NA,"TENTH STREET","HARRISON ST"
"3974","1700","OREGON ST",NA
"3975","1300","NORTHSIDE AVE",NA
"3976","2100","SEVENTH ST",NA
"3977",NA,"HASTE STREET","BOWDITCH ST"
"3978","2600","FULTON ST",NA
"3979",NA,"CHANNING WAY","DANA ST"
"3980","3000","ELLIS ST",NA
"3981","2400","WARRING ST",NA
"3982","2200","SHATTUCK AVE",NA
"3983","100","SOUTHAMPTON AVE",NA
"3984",NA,"DURANT AVENUE","BOWDITCH ST"
"3985","2600","TELEGRAPH AVE",NA
"3986","1700","STUART ST",NA
"3987","2800","KELSEY ST",NA
"3988","3100","SAN PABLO AVE",NA
"3989","2200","SHATTUCK AVE",NA
"3990","2000","DELAWARE ST",NA
"3991","2200","PARKER ST",NA
"3992","2500","DURANT AVE",NA
"3993","2200","ACTON ST",NA
"3994","1900","HENRY ST",NA
"3995","3200","ADELINE ST",NA
"3996","1700","VIRGINIA ST",NA
"3997","1700","FRANCISCO ST",NA
"3998","800","CAMELIA ST",NA
"3999",NA,"NINTH STREET","CAMELIA ST"
"4000","2200","PRINCE ST",NA
"4001","2300","TELEGRAPH AVE",NA
"4002","1900","WARD ST",NA
"4003","1200","ADDISON ST",NA
"4004","100","SEAWALL DR",NA
"4005","1400","HENRY ST",NA
"4006",NA,"FIFTH STREET","HARRISON ST"
"4007","2500","FULTON ST",NA
"4008","3000","ADELINE ST",NA
"4009","2300","TELEGRAPH AVE",NA
"4010",NA,"DURANT AVENUE","SHATTUCK AVE"
"4011",NA,"HEARST AVENUE","MILVIA ST"
"4012","1600","FRANCISCO ST",NA
"4013","2300","DURANT AVE",NA
"4014","2500","TELEGRAPH AVE",NA
"4015","2300","FOURTH ST",NA
"4016","2000","ESSEX ST",NA
"4017","2400","PROSPECT ST",NA
"4018","2200","CHANNING WAY",NA
"4019","900","CARLETON ST",NA
"4020","1400","EUCLID AVE",NA
"4021","2000","ASHBY AVE",NA
"4022","2300","GRANT ST",NA
"4023","3100","TELEGRAPH AVE",NA
"4024","1600","BEVERLY PL",NA
"4025","2300","BONAR ST",NA
"4026","1800","CEDAR ST",NA
"4027","2800","ADELINE ST",NA
"4028","800","NEILSON ST",NA
"4029","2100","SEVENTH ST",NA
"4030",NA,"WALNUT STREET","VIRGINIA ST"
"4031","1600","HARMON ST",NA
"4032","1300","ASHBY AVE",NA
"4033","2600","WEBSTER ST",NA
"4034","2500","SHATTUCK AVE",NA
"4035","1700","ADDISON ST",NA
"4036","1800","UNIVERSITY AVE",NA
"4037","200","UNIVERSITY AVE",NA
"4038",NA,"DERBY STREET","REGENT ST"
"4039","2300","FIFTH ST",NA
"4040","1500","EDITH ST",NA
"4041","2900","SACRAMENTO ST",NA
"4042","2600","BANCROFT WAY",NA
"4043","1600","UNIVERSITY AVE",NA
"4044","2200","SIXTH ST",NA
"4045","2300","VIRGINIA ST",NA
"4046","700","WILDCAT CANYON RD",NA
"4047","100","BERKELEY SQ",NA
"4048","3000","TELEGRAPH AVE",NA
"4049","2200","SHATTUCK AVE",NA
"4050",NA,"FAIRVIEW STREET","ADELINE ST"
"4051","2300","DURANT AVE",NA
"4052","1100","SHATTUCK AVE",NA
"4053","80","BOLIVAR WAY",NA
"4054","1000","KEITH AVE",NA
"4055","2400","WARRING ST",NA
"4056","2300","PRINCE ST",NA
"4057","1600","HARMON ST",NA
"4058","700","BANCROFT WAY",NA
"4059","2600","BANCROFT WAY",NA
"4060","1900","SAN PABLO AVE",NA
"4061","800","BANCROFT WAY",NA
"4062",NA,"ADDISON STREET","MILVIA ST"
"4063",NA,"ALLSTON WAY","SHATTUCK AVE"
"4064","1300","SIXTH ST",NA
"4065","1900","ASHBY AVE",NA
"4066",NA,"",NA
"4067",NA,"CEDAR STREET","HENRY ST"
"4068","3100","COLLEGE AVE",NA
"4069","2300","WARD ST",NA
"4070","2200","TENTH ST",NA
"4071","1000","MERCED ST",NA
"4072","1900","OXFORD ST",NA
"4073","2700","DOHR ST",NA
"4074","1600","LA LOMA AVE",NA
"4075",NA,"SAN PABLO AVENUE","UNIVERSITY AVE"
"4076",NA,"PARKER STREET","SHATTUCK AVE"
"4077","2900","CALIFORNIA ST",NA
"4078",NA,"",NA
"4079","500","SANTA ROSA AVE",NA
"4080",NA,"SHATTUCK AVENUE","ALLSTON WAY"
"4081","1300","ALCATRAZ AVE",NA
"4082","1600","SAN PABLO AVE",NA
"4083","1700","CURTIS ST",NA
"4084","2100","SHATTUCK AVE",NA
"4085","2100","OXFORD ST",NA
"4086","2400","MCKINLEY AVE",NA
"4087",NA,"SAN PABLO AVENUE","FOLGER AVE"
"4088","1600","SIXTH ST",NA
"4089","2000","ASHBY AVE",NA
"4090","800","DWIGHT WAY",NA
"4091","2500","SAN PABLO AVE",NA
"4092","2800","SEVENTH ST",NA
"4093","2495","BANCROFT WAY",NA
"4094",NA,"CEDAR STREET","MCGEE AVE"
"4095",NA,"DWIGHT WAY","BENVENUE AVE"
"4096","1300","WARD ST",NA
"4097","2400","ASHBY AVE",NA
"4098",NA,"FOURTH STREET","ALLSTON WAY"
"4099","1600","UNIVERSITY AVE",NA
"4100","2300","DERBY ST",NA
"4101","2600","TELEGRAPH AVE",NA
"4102","600","ADDISON ST",NA
"4103","2500","ACTON ST",NA
"4104","2400","CURTIS ST",NA
"4105","1600","WALNUT ST",NA
"4106","1700","HOPKINS ST",NA
"4107","100","ARDEN RD",NA
"4108","900","DELAWARE ST",NA
"4109","2400","ASHBY AVE",NA
"4110","2100","RUSSELL ST",NA
"4111","1500","SHATTUCK AVE",NA
"4112","1400","SIXTY-SEVENTH ST",NA
"4113","201","UNIVERSITY AVE",NA
"4114","2300","WARRING ST",NA
"4115",NA,"TELEGRAPH AVENUE","BANCROFT WAY"
"4116",NA,"KITTREDGE STREET","SHATTUCK AVE"
"4117",NA,"SACRAMENTO STREET","ASHBY AVE"
"4118","2100","DWIGHT WAY",NA
"4119",NA,"HEARST AVENUE","MCGEE AVE"
"4120","2300","SAN PABLO AVE",NA
"4121","2000","TENTH ST",NA
"4122","2800","WALLACE ST",NA
"4123","1900","CARLETON ST",NA
"4124","2400","WARRING ST",NA
"4125","400","GILMAN ST",NA
"4126","37.8609962420001000,","-122.2561436990000000",NA
"4127","2200","SHATTUCK AVE",NA
"4128","1600","HOPKINS ST",NA
"4129","2500","BENVENUE AVE",NA
"4130","2000","BERKELEY WAY",NA
"4131","2600","DURANT AVE",NA
"4132","2200","PARKER ST",NA
"4133","3200","SACRAMENTO ST",NA
"4134","3200","SACRAMENTO ST",NA
"4135","1500","GRIZZLY PEAK BLVD",NA
"4136","1600","RUSSELL ST",NA
"4137","2500","SHATTUCK AVE",NA
"4138","3000","BENVENUE AVE",NA
"4139","1100","KEELER AVE",NA
"4140","1100","FRESNO AVE",NA
"4141","2100","BLAKE ST",NA
"4142",NA,"BANCROFT WAY","TELEGRAPH AVE"
"4143",NA,"SAN PABLO AVENUE","UNIVERSITY AVE"
"4144","2300","ROOSEVELT AVE",NA
"4145","1600","ADDISON ST",NA
"4146",NA,"CEDAR STREET","CURTIS ST"
"4147",NA,"ADELINE STREET","ALCATRAZ AVE"
"4148","2400","MCKINLEY AVE",NA
"4149","1800","FOURTH ST",NA
"4150","2800","KELSEY ST",NA
"4151","2300","VIRGINIA ST",NA
"4152",NA,"DANA STREET","DURANT AVE"
"4153","2800","EIGHTH ST",NA
"4154","2100","BANCROFT WAY",NA
"4155","100","SEAWALL DR",NA
